states,cov,features,splits,ll_train_per_obs_mean,ll_train_per_obs_median,AIC_mean,BIC_mean,ll_val_per_obs_mean,ll_val_per_obs_median,ll_test_per_obs_mean,ll_test_per_obs_median,config_id
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'adx']",1,-11.16563347004384,-11.16563347004384,4466331.388017536,4466729.424850712,-10.5662510367295,-10.5662510367295,-11.691826733224785,-11.691826733224785,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_max20-dist_min20-dow_sin-hour_sin-adx
2,full,"['ret_log', 'atr_14', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",1,-10.795435103084003,-10.795435103084003,4318396.041233601,4319528.915297255,-10.566469525112202,-10.566469525112202,-11.330575186822989,-11.330575186822989,st2_full_ret_log-atr_14-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-dow_cos-adx
2,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'dow_cos', 'adx']",1,-10.844305053756678,-10.844305053756678,4337944.021502671,4339076.895566325,-10.56694616771635,-10.56694616771635,-11.589432639491687,-11.589432639491687,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-dow_sin-dow_cos-adx
2,diag,"['ret_log', 'range_hl', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-11.213696942713733,-11.213696942713733,4485556.777085493,4485954.813918669,-10.569135561255079,-10.569135561255079,-11.529481417438355,-11.529481417438355,st2_diag_ret_log-range_hl-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
2,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'hour_sin', 'dow_cos', 'adx']",1,-10.850063758430032,-10.850063758430032,4340247.503372013,4341380.3774356665,-10.56929916204726,-10.56929916204726,-11.58318638116014,-11.58318638116014,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-hour_sin-dow_cos-adx
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'dow_cos', 'adx']",1,-11.170265536226072,-11.170265536226072,4468184.214490429,4468582.251323604,-10.569954173397548,-10.569954173397548,-11.692719938780384,-11.692719938780384,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_max20-dist_min20-dow_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.95704745914941,-10.95704745914941,4383158.983659764,4384894.016009504,-10.572116397765036,-10.572116397765036,-11.295917250346527,-11.295917250346527,st3_full_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-rsi_14-dow_sin-hour_sin-dow_cos-adx
3,diag,"['ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.811469497708167,-10.811469497708167,4324711.799083266,4325344.575587289,-10.574796078275488,-10.574796078275488,-11.30591643076608,-11.30591643076608,st3_diag_ret_log-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.863777732062095,-10.863777732062095,4345635.092824838,4346267.869328861,-10.575223577593876,-10.575223577593876,-11.51269086730213,-11.51269086730213,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd-dow_sin-hour_sin-dow_cos
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_cos', 'adx']",1,-11.132216150745174,-11.132216150745174,4452964.46029807,4453362.497131245,-10.57548337653736,-10.57548337653736,-11.718471867013543,-11.718471867013543,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_cos-adx
2,diag,"['ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-11.182868124475076,-11.182868124475076,4473225.2497900305,4473623.286623206,-10.575822650141898,-10.575822650141898,-11.609028261542404,-11.609028261542404,st2_diag_ret_log-rolling_std_1h-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'macd', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-11.096053630273381,-11.096053630273381,4438545.452109353,4439178.228613376,-10.576113696425988,-10.576113696425988,-11.262382919884278,-11.262382919884278,st3_diag_rolling_std_1d-ret_log-range_hl-hour_cos-macd-dow_sin-hour_sin-dow_cos-adx
2,full,"['ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-11.022689533154958,-11.022689533154958,4409297.813261983,4410430.687325637,-10.576593763342904,-10.576593763342904,-11.46568955951002,-11.46568955951002,st2_full_ret_log-rolling_std_1h-log_volume-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos-adx
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'dist_min20', 'hour_sin', 'dow_cos', 'adx']",1,-11.162762318882763,-11.162762318882763,4465182.927553105,4465580.964386281,-10.578449600770634,-10.578449600770634,-11.699051028332686,-11.699051028332686,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_max20-dist_min20-hour_sin-dow_cos-adx
2,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'hour_sin', 'dow_cos', 'adx']",1,-10.883604686939702,-10.883604686939702,4353663.874775881,4354796.748839535,-10.580701417957796,-10.580701417957796,-11.752576266706056,-11.752576266706056,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-hour_sin-dow_cos-adx
2,full,"['ret_log', 'atr_14', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.948468638698124,-10.948468638698124,4379609.455479249,4380742.329542903,-10.583474605208275,-10.583474605208275,-11.135983876025486,-11.135983876025486,st2_full_ret_log-atr_14-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'hour_sin', 'adx', 'mfi_14']",1,-10.831533894340367,-10.831533894340367,4332737.557736147,4333370.33424017,-10.5834966909592,-10.5834966909592,-11.413222231196707,-11.413222231196707,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-hour_sin-adx-mfi_14
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-11.183689219313877,-11.183689219313877,4473553.6877255505,4473951.724558726,-10.584562512183453,-10.584562512183453,-11.758539052372049,-11.758539052372049,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-macd_signal-dow_sin-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-11.12285954220107,-11.12285954220107,4449267.816880428,4449900.593384451,-10.586739062631342,-10.586739062631342,-11.446955903969332,-11.446955903969332,st3_diag_rolling_std_1d-ret_log-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
3,diag,"['ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.745431170283004,-10.745431170283004,4298296.468113202,4298929.244617225,-10.587348067610025,-10.587348067610025,-11.19389950693242,-11.19389950693242,st3_diag_ret_log-range_hl-log_volume-hour_cos-dist_min20-dow_sin-hour_sin-dow_cos-adx
3,full,"['ret_log', 'atr_14', 'log_volume', 'hour_cos', 'dow_sin', 'hour_sin', 'dow_cos', 'adx', 'mfi_14']",1,-10.389962598822361,-10.389962598822361,4156325.0395289445,4158060.0718786847,-10.588036908712958,-10.588036908712958,-10.772637583023405,-10.772637583023405,st3_full_ret_log-atr_14-log_volume-hour_cos-dow_sin-hour_sin-dow_cos-adx-mfi_14
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",1,-11.189024310694968,-11.189024310694968,4475687.724277987,4476085.761111163,-10.588039431463901,-10.588039431463901,-11.758116510844369,-11.758116510844369,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-macd_signal-dow_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-11.33518751333592,-11.33518751333592,4534481.005334368,4536552.83808141,-10.58967757742306,-10.58967757742306,-11.848166967077947,-11.848166967077947,st3_full_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
2,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'adx']",1,-11.17859836987567,-11.17859836987567,4471517.347950269,4471915.384783444,-10.591236668558023,-10.591236668558023,-11.637924102825647,-11.637924102825647,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'dow_cos', 'adx', 'mfi_14']",1,-10.84048484203057,-10.84048484203057,4336317.936812228,4336950.713316251,-10.591871566925828,-10.591871566925828,-11.41567164170705,-11.41567164170705,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-dow_cos-adx-mfi_14
2,full,"['ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.864922998933517,-10.864922998933517,4346191.199573407,4347324.073637061,-10.59198798130668,-10.59198798130668,-11.365849856827017,-11.365849856827017,st2_full_ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
2,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'adx']",1,-10.883037332492421,-10.883037332492421,4353436.932996969,4354569.807060623,-10.59201996819998,-10.59201996819998,-11.673829953469923,-11.673829953469923,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-adx
2,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-11.277585385209276,-11.277585385209276,4511112.15408371,4511510.190916886,-10.592031554041505,-10.592031554041505,-11.599126657769292,-11.599126657769292,st2_diag_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'dow_cos', 'adx']",1,-10.877517469253519,-10.877517469253519,4351130.987701408,4351763.764205431,-10.59387484821679,-10.59387484821679,-11.454762941777966,-11.454762941777966,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-rsi_14-dow_sin-dow_cos-adx
2,full,"['ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.878803622218355,-10.878803622218355,4351743.448887342,4352876.3229509955,-10.594511087286099,-10.594511087286099,-11.524810529316259,-11.524810529316259,st2_full_ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-11.261704426763574,-11.261704426763574,4504759.77070543,4505157.807538605,-10.59561945062435,-10.59561945062435,-11.69435320054155,-11.69435320054155,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-adx
2,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",1,-11.28299905749722,-11.28299905749722,4513277.622998888,4513675.659832063,-10.595646261071607,-10.595646261071607,-11.601310498053317,-11.601310498053317,st2_diag_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-macd_signal-dow_sin-dow_cos-adx
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'dow_cos']",1,-11.04735392428262,-11.04735392428262,4419019.569713048,4419417.606546223,-10.595787673480192,-10.595787673480192,-11.732606983931477,-11.732606983931477,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dist_min20-dow_sin-dow_cos
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",1,-11.180154642959039,-11.180154642959039,4472139.857183616,4472537.894016791,-10.596769025360366,-10.596769025360366,-11.765463182169386,-11.765463182169386,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-macd_signal-hour_sin-dow_cos-adx
3,diag,"['ret_log', 'range_hl', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.767988750656263,-10.767988750656263,4307319.500262505,4307952.276766528,-10.598100954729048,-10.598100954729048,-11.22150511376521,-11.22150511376521,st3_diag_ret_log-range_hl-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'adx']",1,-10.883621137780377,-10.883621137780377,4353572.455112151,4354205.231616174,-10.598212437939418,-10.598212437939418,-11.462076787919099,-11.462076787919099,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.895802244535552,-10.895802244535552,4358444.897814221,4359077.674318244,-10.601362794332989,-10.601362794332989,-11.54337966965347,-11.54337966965347,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-dow_sin-hour_sin-dow_cos
3,full,"['rolling_std_1d', 'ret_log', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.558180014995274,-10.558180014995274,4223612.0059981095,4225347.03834785,-10.602061681342708,-10.602061681342708,-11.137481801099943,-11.137481801099943,st3_full_rolling_std_1d-ret_log-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'ma20_rel', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-11.047467835240486,-11.047467835240486,4419111.134096194,4419743.910600217,-10.602316469475797,-10.602316469475797,-11.598590987855639,-11.598590987855639,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-ma20_rel-dow_sin-hour_sin-dow_cos-adx
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",1,-11.269276610298837,-11.269276610298837,4507788.644119535,4508186.68095271,-10.602475166526446,-10.602475166526446,-11.695770483714186,-11.695770483714186,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_min20-macd_signal-dow_sin-dow_cos-adx
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'adx']",1,-11.126321702057165,-11.126321702057165,4450606.680822866,4451004.7176560415,-10.602539355208942,-10.602539355208942,-11.791008049534932,-11.791008049534932,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-dist_min20-dow_sin-hour_sin-adx
2,full,"['ret_log', 'rolling_std_1h', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-11.097474275790493,-11.097474275790493,4439211.710316197,4440344.584379851,-10.603256565847438,-10.603256565847438,-11.39487319124839,-11.39487319124839,st2_full_ret_log-rolling_std_1h-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
2,full,"['rolling_std_1d', 'ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-10.99684501715854,-10.99684501715854,4398960.006863416,4400092.88092707,-10.603505462815304,-10.603505462815304,-11.696054137052805,-11.696054137052805,st2_full_rolling_std_1d-ret_log-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-adx
2,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",1,-11.273481068460299,-11.273481068460299,4509470.4273841195,4509868.464217295,-10.603913262101933,-10.603913262101933,-11.607013910889728,-11.607013910889728,st2_diag_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-macd_signal-hour_sin-dow_cos-adx
2,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'adx']",1,-11.224384434004438,-11.224384434004438,4489831.773601775,4490229.8104349505,-10.604548592678755,-10.604548592678755,-11.639032236836835,-11.639032236836835,st2_diag_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-dist_min20-dow_sin-hour_sin-adx
2,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_cos', 'adx']",1,-11.174756388443152,-11.174756388443152,4469980.555377261,4470378.592210436,-10.604564027524123,-10.604564027524123,-11.643621763393309,-11.643621763393309,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-dow_cos-adx
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'dist_min20', 'dow_sin', 'dow_cos', 'adx']",1,-11.129319443773564,-11.129319443773564,4451805.777509426,4452203.814342601,-10.60516336957889,-10.60516336957889,-11.787372058263065,-11.787372058263065,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-dist_min20-dow_sin-dow_cos-adx
2,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'dow_cos', 'adx']",1,-10.870233653975706,-10.870233653975706,4348315.461590283,4349448.3356539365,-10.605584383959659,-10.605584383959659,-11.702877005523018,-11.702877005523018,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dow_sin-dow_cos-adx
2,full,"['ret_log', 'range_hl', 'log_volume', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-11.023172748281231,-11.023172748281231,4409491.099312493,4410623.9733761465,-10.605629375652944,-10.605629375652944,-11.381003875669979,-11.381003875669979,st2_full_ret_log-range_hl-log_volume-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
2,full,"['ret_log', 'atr_14', 'log_volume', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.942776936315054,-10.942776936315054,4377332.774526021,4378465.648589675,-10.605693838370836,-10.605693838370836,-11.237452909058442,-11.237452909058442,st2_full_ret_log-atr_14-log_volume-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
3,diag,"['ret_log', 'atr_14', 'log_volume', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.907405967158532,-10.907405967158532,4363086.386863412,4363719.163367435,-10.606002843936848,-10.606002843936848,-11.271931664670639,-11.271931664670639,st3_diag_ret_log-atr_14-log_volume-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
2,full,"['rolling_std_1d', 'ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.885847155656187,-10.885847155656187,4354560.862262474,4355693.736326128,-10.606163827511365,-10.606163827511365,-11.726693065191629,-11.726693065191629,st2_full_rolling_std_1d-ret_log-log_volume-hour_cos-dist_max20-dist_min20-dow_sin-hour_sin-dow_cos
2,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'dow_cos', 'adx']",1,-11.227196102597087,-11.227196102597087,4490956.441038835,4491354.47787201,-10.607609362184263,-10.607609362184263,-11.638853316698512,-11.638853316698512,st2_diag_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-dist_min20-dow_sin-dow_cos-adx
2,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'hour_sin', 'dow_cos', 'adx']",1,-10.882381979505757,-10.882381979505757,4353174.791802303,4354307.665865957,-10.608481274879537,-10.608481274879537,-11.612570902984308,-11.612570902984308,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-hour_sin-dow_cos-adx
2,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'dow_sin', 'hour_sin', 'adx']",1,-10.889061498549259,-10.889061498549259,4355846.599419704,4356979.473483358,-10.608561296572462,-10.608561296572462,-11.567671481718957,-11.567671481718957,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-dow_sin-hour_sin-adx
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-11.380064306023696,-11.380064306023696,4552431.722409478,4554503.555156521,-10.60904582619702,-10.60904582619702,-11.821814035200923,-11.821814035200923,st3_full_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",1,-11.25800339434368,-11.25800339434368,4503279.357737472,4503677.394570648,-10.609909467666661,-10.609909467666661,-11.70013421680575,-11.70013421680575,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_min20-macd_signal-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'rsi_14', 'hour_sin', 'dow_cos', 'adx']",1,-10.879639403991918,-10.879639403991918,4351979.761596767,4352612.53810079,-10.61108213472476,-10.61108213472476,-11.469855850090811,-11.469855850090811,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-rsi_14-hour_sin-dow_cos-adx
2,diag,"['ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-11.237347418903564,-11.237347418903564,4495016.967561426,4495415.004394601,-10.611525119155779,-10.611525119155779,-11.54484272713735,-11.54484272713735,st2_diag_ret_log-range_hl-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-11.278665318181496,-11.278665318181496,4511544.127272598,4511942.164105774,-10.613391502638988,-10.613391502638988,-11.710480658678671,-11.710480658678671,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos-adx
2,full,"['ret_log', 'atr_14', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.794171781986602,-10.794171781986602,4317890.712794641,4319023.586858295,-10.613898772335485,-10.613898772335485,-11.308939010264897,-11.308939010264897,st2_full_ret_log-atr_14-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos
3,diag,"['ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.825873949504325,-10.825873949504325,4330473.57980173,4331106.356305753,-10.61489026367493,-10.61489026367493,-11.373139594758847,-11.373139594758847,st3_diag_ret_log-rolling_std_1h-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.85658019997546,-10.85658019997546,4342756.079990184,4343388.856494207,-10.615258711506367,-10.615258711506367,-11.573258870926551,-11.573258870926551,st3_diag_rolling_std_1d-ret_log-log_volume-hour_cos-dist_max20-dist_min20-dow_sin-hour_sin-dow_cos
2,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'dist_min20', 'hour_sin', 'dow_cos', 'adx']",1,-11.12285972647897,-11.12285972647897,4449221.890591588,4449619.927424763,-10.616037105667628,-10.616037105667628,-11.7974096623114,-11.7974096623114,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-dist_min20-hour_sin-dow_cos-adx
2,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-11.23909687156823,-11.23909687156823,4495716.748627292,4496114.785460467,-10.616741082516501,-10.616741082516501,-11.703972177671625,-11.703972177671625,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-dist_max20-macd_signal-dow_sin-hour_sin-adx
2,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'dist_min20', 'hour_sin', 'dow_cos', 'adx']",1,-11.221105562746432,-11.221105562746432,4488520.225098573,4488918.261931748,-10.616874271787895,-10.616874271787895,-11.646086003954471,-11.646086003954471,st2_diag_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-dist_min20-hour_sin-dow_cos-adx
