states,cov,features,splits,ll_train_per_obs_mean,ll_train_per_obs_median,AIC_mean,BIC_mean,ll_val_per_obs_mean,ll_val_per_obs_median,ll_test_per_obs_mean,ll_test_per_obs_median,config_id
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.271716949285297,-10.271716949285297,4109026.779714119,4110761.8120638593,-9.765974631833036,-9.765974631833036,-10.506615093362475,-10.506615093362475,st3_full_rolling_std_1d-ret_log-range_hl-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'hour_sin', 'adx']",1,-10.410791645080446,-10.410791645080446,4164440.658032178,4165073.434536201,-9.76745100378193,-9.76745100378193,-11.019593751402828,-11.019593751402828,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-dist_max20-dist_min20-macd_signal-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_cos', 'adx']",1,-10.418869959982194,-10.418869959982194,4167671.9839928774,4168304.7604969004,-9.773929490165617,-9.773929490165617,-11.019353503462016,-11.019353503462016,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-dist_max20-dist_min20-macd_signal-dow_cos-adx
3,full,"['ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",1,-10.033341332022859,-10.033341332022859,4013676.5328091434,4015411.5651588836,-9.774155737138509,-9.774155737138509,-10.613390980300801,-10.613390980300801,st3_full_ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-hour_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.47093856775242,-10.47093856775242,4188715.4271009676,4190450.459450708,-9.77670786566973,-9.77670786566973,-10.941601062770575,-10.941601062770575,st3_full_rolling_std_1d-ret_log-rolling_std_1h-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-10.262641208259762,-10.262641208259762,4105396.483303905,4107131.515653645,-9.77877368014584,-9.77877368014584,-10.885944514359114,-10.885944514359114,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-dist_min20-macd_signal-dow_sin-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-10.520497011817284,-10.520497011817284,4208322.804726914,4208955.581230937,-9.779941111030157,-9.779941111030157,-10.962469727121983,-10.962469727121983,st3_diag_rolling_std_1d-ret_log-range_hl-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",1,-10.53159104128991,-10.53159104128991,4212760.416515964,4213393.193019987,-9.78868950965498,-9.78868950965498,-10.966678091927417,-10.966678091927417,st3_diag_rolling_std_1d-ret_log-range_hl-dist_max20-dist_min20-macd_signal-dow_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'dist_max20', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",1,-10.517422041960701,-10.517422041960701,4207092.81678428,4207725.593288303,-9.792439803107712,-9.792439803107712,-10.969701380985654,-10.969701380985654,st3_diag_rolling_std_1d-ret_log-range_hl-dist_max20-dist_min20-macd_signal-hour_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",1,-10.251893584537187,-10.251893584537187,4101097.433814875,4102832.466164615,-9.793095667062037,-9.793095667062037,-10.904402428959042,-10.904402428959042,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-dist_min20-macd_signal-hour_sin-dow_cos-adx
2,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos']",1,-10.442835023781257,-10.442835023781257,4177356.0095125027,4178488.8835761566,-9.794330601444885,-9.794330601444885,-11.216560022812724,-11.216560022812724,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-dist_max20-dist_min20-macd_signal-dow_sin-dow_cos
3,full,"['ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.170898082658525,-10.170898082658525,4068699.23306341,4070434.26541315,-9.795213346170653,-9.795213346170653,-10.559992422395212,-10.559992422395212,st3_full_ret_log-rolling_std_1h-hour_cos-dist_max20-dist_min20-dow_sin-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin']",1,-10.502582769693419,-10.502582769693419,4201157.107877367,4201789.88438139,-9.796287778152035,-9.796287778152035,-11.211484851321845,-11.211484851321845,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin
3,full,"['ret_log', 'atr_14', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-9.924017681334025,-9.924017681334025,3969947.07253361,3971682.10488335,-9.799151960399202,-9.799151960399202,-10.41416871274448,-10.41416871274448,st3_full_ret_log-atr_14-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos
3,full,"['rolling_std_1d', 'ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'adx']",1,-9.996573167395487,-9.996573167395487,3998969.2669581953,4000704.2993079354,-9.803376161766849,-9.803376161766849,-10.682243937587284,-10.682243937587284,st3_full_rolling_std_1d-ret_log-log_volume-hour_cos-dist_max20-dist_min20-dow_sin-hour_sin-adx
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-10.280673775813916,-10.280673775813916,4112609.5103255664,4114344.5426753066,-9.805235569064642,-9.805235569064642,-10.955273970223097,-10.955273970223097,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_min20-macd_signal-dow_sin-hour_sin-adx
3,full,"['ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-10.042653579264337,-10.042653579264337,4017401.4317057347,4019136.464055475,-9.805777117244165,-9.805777117244165,-10.604836746649223,-10.604836746649223,st3_full_ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin']",1,-10.506735679140847,-10.506735679140847,4202818.271656339,4203451.048160362,-9.809800076707468,-9.809800076707468,-11.065282198270562,-11.065282198270562,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin
2,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos']",1,-10.431977074844363,-10.431977074844363,4173012.8299377454,4174145.704001399,-9.812151663684888,-9.812151663684888,-11.248771945400318,-11.248771945400318,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-dist_min20-macd_signal-dow_sin-dow_cos
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.243355570170854,-10.243355570170854,4097682.2280683415,4099417.2604180817,-9.812396119665499,-9.812396119665499,-11.01690490435343,-11.01690490435343,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-dist_max20-dist_min20-dow_sin-hour_sin-dow_cos
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.329947796907941,-10.329947796907941,4132319.1187631763,4134054.1511129164,-9.815610766108765,-9.815610766108765,-11.083746803707767,-11.083746803707767,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos']",1,-10.515119776899787,-10.515119776899787,4206171.910759915,4206804.687263938,-9.816920871696684,-9.816920871696684,-11.067618444863584,-11.067618444863584,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-dow_cos
3,full,"['ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.077938743952828,-10.077938743952828,4031515.497581131,4033250.529930871,-9.817836355417858,-9.817836355417858,-10.543460040125197,-10.543460040125197,st3_full_ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
3,full,"['ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.20698165045805,-10.20698165045805,4083132.66018322,4084867.6925329603,-9.81959744251368,-9.81959744251368,-10.454064465189388,-10.454064465189388,st3_full_ret_log-range_hl-hour_cos-dist_max20-dist_min20-dow_sin-hour_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",1,-10.267927636142108,-10.267927636142108,4107511.054456843,4109246.086806583,-9.819927499342867,-9.819927499342867,-10.974409217334694,-10.974409217334694,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_min20-macd_signal-hour_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'hour_sin', 'dow_cos', 'adx']",1,-9.994408958968835,-9.994408958968835,3998103.5835875343,3999838.6159372744,-9.822664089308718,-9.822664089308718,-10.678875098643227,-10.678875098643227,st3_full_rolling_std_1d-ret_log-log_volume-hour_cos-dist_max20-dist_min20-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'adx']",1,-10.381495496233965,-10.381495496233965,4152722.198493586,4153354.974997609,-9.826609713639781,-9.826609713639781,-11.082144151461316,-11.082144151461316,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin']",1,-10.382850665277692,-10.382850665277692,4153264.266111077,4153897.0426151,-9.83151600221867,-9.83151600221867,-11.044020802993813,-11.044020802993813,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'adx']",1,-10.06674444284459,-10.06674444284459,4027037.777137836,4028772.809487576,-9.833244946116604,-9.833244946116604,-10.678431670113774,-10.678431670113774,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_cos', 'adx']",1,-10.380208574228492,-10.380208574228492,4152207.4296913967,4152840.2061954197,-9.839376446913507,-9.839376446913507,-11.090605434179372,-11.090605434179372,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_cos-adx
3,full,"['ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.038563696213751,-10.038563696213751,4015765.4784855004,4017500.5108352406,-9.841986728726058,-9.841986728726058,-10.623504831765615,-10.623504831765615,st3_full_ret_log-log_volume-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
2,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.599510527036793,-10.599510527036793,4240026.210814717,4241159.084878371,-9.847242810302596,-9.847242810302596,-11.118945229544241,-11.118945229544241,st2_full_rolling_std_1d-ret_log-rolling_std_1h-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin']",1,-10.564173017275154,-10.564173017275154,4225793.206910062,4226425.983414085,-9.848406517977784,-9.848406517977784,-11.006259903542363,-11.006259903542363,st3_diag_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'hour_sin', 'dow_cos', 'adx']",1,-10.057032104768126,-10.057032104768126,4023152.84190725,4024887.8742569904,-9.850300471179597,-9.850300471179597,-10.688816743897998,-10.688816743897998,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-hour_sin-dow_cos-adx
3,full,"['ret_log', 'atr_14', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-9.936806091128004,-9.936806091128004,3975062.4364512013,3976797.4688009415,-9.852230815355483,-9.852230815355483,-10.398195084002683,-10.398195084002683,st3_full_ret_log-atr_14-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",1,-10.353579946783587,-10.353579946783587,4141771.9787134347,4143507.011063175,-9.854007896433894,-9.854007896433894,-11.11245662818429,-11.11245662818429,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-macd_signal-dow_sin-hour_sin-adx
2,full,"['rolling_std_1d', 'ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'hour_sin', 'adx']",1,-10.402636503580977,-10.402636503580977,4161276.601432391,4162409.475496045,-9.854299330840064,-9.854299330840064,-11.152747972785482,-11.152747972785482,st2_full_rolling_std_1d-ret_log-log_volume-hour_cos-dist_max20-dist_min20-macd_signal-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos']",1,-10.571244644149063,-10.571244644149063,4228621.857659625,4229254.634163648,-9.855518648789419,-9.855518648789419,-11.008591822941034,-11.008591822941034,st3_diag_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-dow_cos
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'adx']",1,-10.420384439101122,-10.420384439101122,4168277.775640449,4168910.552144472,-9.857347028403696,-9.857347028403696,-10.999607436913028,-10.999607436913028,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-adx
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.05421069517076,-10.05421069517076,4022024.2780683036,4023759.3104180438,-9.859742555232275,-9.859742555232275,-10.860791550153996,-10.860791550153996,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-dow_cos
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'adx']",1,-10.08584354270082,-10.08584354270082,4034677.4170803283,4036412.4494300685,-9.861255701734759,-9.861255701734759,-10.78810158776572,-10.78810158776572,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos']",1,-10.560377550177304,-10.560377550177304,4224275.020070922,4224907.796574945,-9.86141414228878,-9.86141414228878,-11.013250966224579,-11.013250966224579,st3_diag_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-dist_min20-macd_signal-hour_sin-dow_cos
3,full,"['ret_log', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",1,-10.304009319088195,-10.304009319088195,4121943.727635278,4123678.759985018,-9.862344286449062,-9.862344286449062,-10.672815189512677,-10.672815189512677,st3_full_ret_log-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.351114065003518,-10.351114065003518,4140785.626001407,4142520.658351147,-9.862355245318872,-9.862355245318872,-11.097954127939367,-11.097954127939367,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.265190252072514,-10.265190252072514,4106416.1008290057,4108151.133178746,-9.8625287730122,-9.8625287730122,-11.102594831276049,-11.102594831276049,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-dist_min20-dow_sin-hour_sin-dow_cos
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_cos', 'adx']",1,-10.41885935010712,-10.41885935010712,4167667.7400428476,4168300.5165468706,-9.867203774424658,-9.867203774424658,-11.006109231998861,-11.006109231998861,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos']",1,-10.474450987303417,-10.474450987303417,4189904.3949213666,4190537.1714253896,-9.867296972961917,-9.867296972961917,-11.165438013875466,-11.165438013875466,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-dist_min20-macd_signal-dow_sin-dow_cos
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",1,-10.34340144619689,-10.34340144619689,4137700.5784787554,4139435.6108284956,-9.867645167918516,-9.867645167918516,-11.130384436789052,-11.130384436789052,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-macd_signal-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'hour_sin', 'adx']",1,-10.40718730645829,-10.40718730645829,4162998.9225833165,4163631.6990873395,-9.86910097267125,-9.86910097267125,-11.001693565510967,-11.001693565510967,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-hour_sin-adx
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",1,-10.381185825294011,-10.381185825294011,4152814.330117604,4154549.3624673444,-9.869753009835105,-9.869753009835105,-11.17391847132525,-11.17391847132525,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-dist_min20-macd_signal-dow_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos']",1,-10.463942489793729,-10.463942489793729,4185700.9959174916,4186333.7724215146,-9.873503460387278,-9.873503460387278,-11.173760640535226,-11.173760640535226,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-dist_max20-dist_min20-macd_signal-hour_sin-dow_cos
3,full,"['ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",1,-10.196413681243317,-10.196413681243317,4078905.472497327,4080640.504847067,-9.876286719385146,-9.876286719385146,-10.75083180288388,-10.75083180288388,st3_full_ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'hour_sin', 'dow_cos', 'adx']",1,-10.116835576245318,-10.116835576245318,4047074.230498127,4048809.2628478673,-9.882379955390855,-9.882379955390855,-10.77169569036087,-10.77169569036087,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'hour_sin']",1,-10.360158898338769,-10.360158898338769,4144187.5593355075,4144820.3358395305,-9.88322369283753,-9.88322369283753,-11.148147806063143,-11.148147806063143,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dist_min20-dow_sin-hour_sin
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'dow_cos']",1,-10.36351420544606,-10.36351420544606,4145529.682178424,4146162.458682447,-9.883717080366416,-9.883717080366416,-11.146703154288074,-11.146703154288074,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dist_min20-dow_sin-dow_cos
3,full,"['ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.087907796265755,-10.087907796265755,4035503.118506302,4037238.1508560423,-9.886141975893787,-9.886141975893787,-10.664190434456104,-10.664190434456104,st3_full_ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'hour_sin', 'dow_cos', 'adx']",1,-10.083725033808637,-10.083725033808637,4033830.013523455,4035565.045873195,-9.886204242558323,-9.886204242558323,-10.795311779270563,-10.795311779270563,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-hour_sin-dow_cos-adx
3,full,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'hour_sin', 'dow_cos', 'adx']",1,-10.096134947382335,-10.096134947382335,4038793.9789529345,4040529.0113026747,-9.892360943596438,-9.892360943596438,-10.837241606625366,-10.837241606625366,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-hour_sin-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.593409954923398,-10.593409954923398,4237487.981969359,4238120.758473382,-9.892819916900237,-9.892819916900237,-11.131632574878124,-11.131632574878124,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'adx']",1,-10.413829579954813,-10.413829579954813,4165655.831981925,4166288.608485948,-9.893394228716545,-9.893394228716545,-11.113186589890322,-11.113186589890322,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-adx
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin']",1,-10.526163514230666,-10.526163514230666,4210589.405692266,4211222.182196289,-9.894176141027012,-9.894176141027012,-11.108644256906608,-11.108644256906608,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'hour_sin', 'dow_cos']",1,-10.357333519856693,-10.357333519856693,4143057.4079426774,4143690.1844467004,-9.897237845700253,-9.897237845700253,-11.155769330947553,-11.155769330947553,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dist_min20-hour_sin-dow_cos
2,full,"['rolling_std_1d', 'ret_log', 'range_hl', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",1,-10.685102797659313,-10.685102797659313,4274263.119063726,4275395.99312738,-9.899543860026979,-9.899543860026979,-11.097386945661993,-11.097386945661993,st2_full_rolling_std_1d-ret_log-range_hl-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
3,diag,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos']",1,-10.531916189539807,-10.531916189539807,4212890.475815923,4213523.252319946,-9.900520849415267,-9.900520849415267,-11.106209418165037,-11.106209418165037,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-dist_max20-dist_min20-macd_signal-dow_sin-dow_cos
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_cos', 'adx']",1,-10.411309566393642,-10.411309566393642,4164647.826557457,4165280.60306148,-9.906378842013837,-9.906378842013837,-11.118514571438078,-11.118514571438078,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_cos-adx
3,diag,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'dist_min20', 'dow_sin', 'dow_cos', 'adx']",1,-10.546621802129643,-10.546621802129643,4218772.720851857,4219405.49735588,-9.907302312668435,-9.907302312668435,-11.069806149521343,-11.069806149521343,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_max20-dist_min20-dow_sin-dow_cos-adx
