split,states,cov,n_iter,seed,features,n_params,ll_train,ll_train_per_obs,AIC,BIC,ll_val,ll_val_per_obs,ll_test,ll_test_per_obs,config_id
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",133,-2455088.1205857093,-12.275440602928546,4910442.241171419,4911799.648833274,-600376.3024335717,-12.007526048671433,-650611.0521864212,-13.012221043728426,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-dow_sin-hour_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",203,-2254864.0969699197,-11.274320484849598,4510134.1939398395,4512206.026686882,-545518.4727965163,-10.910369455930326,-602730.7583195425,-12.05461516639085,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",203,-2331712.5110863834,-11.658562555431917,4663831.022172767,4665902.854919809,-552112.6347278474,-11.042252694556948,-605666.043436358,-12.11332086872716,st3_full_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos-adx
1,2,diag,200,42,"['ret_log', 'atr_14', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx', 'mfi_14']",43,-2577445.348038315,-12.887226740191574,5154976.69607663,5155415.557200387,-639649.4517710358,-12.792989035420716,-661432.6003160466,-13.228652006320932,st2_diag_ret_log-atr_14-log_volume-hour_cos-macd_signal-dow_sin-hour_sin-dow_cos-adx-mfi_14
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",203,-2300309.8437908925,-11.501549218954462,4601025.687581785,4603097.520328827,-552412.7388632175,-11.04825477726435,-620388.5580209986,-12.407771160419973,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",43,-2523907.959189498,-12.619539795947489,5047901.918378996,5048340.779502753,-616996.9127320122,-12.339938254640245,-657571.5449102506,-13.151430898205012,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",68,-2364655.034997526,-11.82327517498763,4729446.069995052,4730140.082934949,-563732.3515544978,-11.274647031089957,-620514.4827682045,-12.41028965536409,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",203,-2350001.32339647,-11.75000661698235,4700408.64679294,4702480.479539982,-554266.754029103,-11.085335080582059,-602935.636229613,-12.05871272459226,st3_full_rolling_std_1d-ret_log-range_hl-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-dow_cos-adx
1,2,full,200,42,"['ret_log', 'atr_14', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx', 'mfi_14']",133,-2516715.481441582,-12.58357740720791,5033696.962883164,5035054.370545019,-625782.4052380767,-12.515648104761533,-649635.3391295163,-12.992706782590325,st2_full_ret_log-atr_14-log_volume-hour_cos-macd_signal-dow_sin-hour_sin-dow_cos-adx-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",43,-2514287.8528999845,-12.571439264499922,5028661.705799969,5029100.566923726,-603890.7047041726,-12.07781409408345,-659347.5718440361,-13.186951436880722,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",203,-2343521.3633295055,-11.717606816647528,4687448.726659011,4689520.559406053,-554619.1070277091,-11.092382140554182,-606839.501937425,-12.1367900387485,st3_full_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",133,-2405570.909004027,-12.027854545020135,4811407.818008054,4812765.225669909,-575563.966813871,-11.511279336277422,-641148.3634567367,-12.822967269134733,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",43,-2517762.629406499,-12.588813147032496,5035611.258812998,5036050.119936756,-601005.3221415771,-12.020106442831542,-653190.2719816853,-13.063805439633706,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-hour_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",203,-2264212.3825138775,-11.321061912569387,4528830.765027755,4530902.597774797,-544166.2060284448,-10.883324120568895,-605474.2424608655,-12.10948484921731,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",43,-2518650.880719856,-12.59325440359928,5037387.761439712,5037826.622563469,-600537.8653370719,-12.01075730674144,-652630.0827072118,-13.052601654144237,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",133,-2399677.6177838035,-11.998388088919018,4799621.235567607,4800978.643229462,-574494.852026204,-11.48989704052408,-638746.5931711548,-12.774931863423097,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-hour_sin-dow_cos-adx
1,3,full,200,42,"['ret_log', 'atr_14', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx', 'mfi_14']",203,-2338862.690021223,-11.694313450106115,4678131.380042446,4680203.212789488,-587647.969276191,-11.75295938552382,-603534.5944472498,-12.070691888944996,st3_full_ret_log-atr_14-log_volume-hour_cos-macd_signal-dow_sin-hour_sin-dow_cos-adx-mfi_14
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",133,-2401688.6995640923,-12.008443497820462,4803643.399128185,4805000.80679004,-575656.0410823207,-11.513120821646414,-640842.597529084,-12.816851950581679,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",203,-2324942.4067242695,-11.624712033621348,4650290.813448539,4652362.646195581,-565963.8660596429,-11.319277321192857,-627509.6928700368,-12.550193857400735,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",68,-2406494.069841295,-12.032470349206475,4813124.13968259,4813818.152622486,-583593.6937618917,-11.671873875237834,-629015.3389730093,-12.580306779460185,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-dow_sin-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",68,-2363149.5030540125,-11.815747515270063,4726435.006108025,4727129.0190479215,-565476.4485100907,-11.309528970201814,-626323.7195185757,-12.526474390371513,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",43,-2502113.696838899,-12.510568484194495,5004313.393677798,5004752.254801556,-596178.5135547412,-11.923570271094823,-654679.4209967774,-13.093588419935548,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",203,-2286480.121756285,-11.432400608781425,4573366.24351257,4575438.076259612,-560185.6006325885,-11.20371201265177,-603910.427558751,-12.078208551175019,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-dow_sin-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",68,-2370220.023751845,-11.851100118759225,4740576.04750369,4741270.060443587,-567519.7930435078,-11.350395860870156,-622151.3455168969,-12.443026910337938,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-hour_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",133,-2399123.0244703367,-11.995615122351683,4798512.0489406735,4799869.456602529,-572414.4037549811,-11.448288075099622,-639041.6417410907,-12.780832834821814,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",133,-2448664.009522705,-12.243320047613524,4897594.01904541,4898951.426707265,-598348.3681866626,-11.966967363733252,-649252.0569884331,-12.985041139768663,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",133,-2460008.7843738706,-12.300043921869353,4920283.568747741,4921640.976409596,-602542.5302195923,-12.050850604391846,-656052.2350372492,-13.121044700744983,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-dow_sin-hour_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",43,-2528552.2558094305,-12.642761279047152,5057190.511618861,5057629.372742618,-618145.0042939407,-12.362900085878815,-663460.247508958,-13.26920495017916,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-dow_sin-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",68,-2373034.0560263144,-11.865170280131572,4746204.112052629,4746898.124992525,-566971.7499846687,-11.339434999693374,-621942.4357802502,-12.438848715605005,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",43,-2510998.8036280936,-12.554994018140468,5022083.607256187,5022522.468379945,-598333.6243604814,-11.966672487209628,-651512.5644283568,-13.030251288567136,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-hour_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",203,-2255180.640881728,-11.275903204408639,4510767.281763456,4512839.114510498,-545389.1237315133,-10.907782474630265,-592602.1402139063,-11.852042804278126,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",133,-2393688.791058371,-11.968443955291853,4787643.582116742,4789000.989778597,-571576.5577357151,-11.431531154714301,-636754.8730338542,-12.735097460677084,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",68,-2356853.4558717064,-11.784267279358533,4713842.911743413,4714536.924683309,-562167.7203075441,-11.243354406150882,-624841.9259876363,-12.496838519752727,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",68,-2421910.9538809718,-12.109554769404859,4843957.9077619435,4844651.92070184,-590777.0168853307,-11.815540337706613,-633287.2916065279,-12.665745832130558,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",203,-2271544.9182618703,-11.357724591309351,4543495.836523741,4545567.669270783,-547821.2937599183,-10.956425875198367,-609819.0799196274,-12.196381598392549,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-hour_sin-adx
1,3,diag,200,42,"['ret_log', 'atr_14', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx', 'mfi_14']",68,-2577330.8307446893,-12.886654153723446,5154797.661489379,5155491.674429275,-639631.645799882,-12.79263291599764,-661413.7896871141,-13.22827579374228,st3_diag_ret_log-atr_14-log_volume-hour_cos-macd_signal-dow_sin-hour_sin-dow_cos-adx-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",43,-2511993.120758542,-12.55996560379271,5024072.241517084,5024511.102640841,-597870.8843547964,-11.957417687095928,-650992.572459014,-13.01985144918028,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",203,-2264500.1692215176,-11.322500846107587,4529406.338443035,4531478.171190077,-547138.3155493453,-10.942766310986906,-605571.4654999799,-12.111429309999599,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-hour_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",133,-2395349.3270339607,-11.976746635169803,4790964.654067921,4792322.061729777,-572509.9274282521,-11.45019854856504,-638321.6723671247,-12.766433447342495,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",43,-2523233.274121213,-12.616166370606065,5046552.548242426,5046991.409366183,-616452.1651071837,-12.329043302143674,-663063.2844587886,-13.261265689175772,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",43,-2510181.902967285,-12.550909514836425,5020449.80593457,5020888.667058327,-599091.9809705134,-11.981839619410268,-656374.1691197217,-13.127483382394434,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",68,-2364365.898106749,-11.821829490533746,4728867.796213498,4729561.809153395,-564276.1613414166,-11.285523226828333,-620863.0775308755,-12.417261550617509,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-hour_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",133,-2405428.964739099,-12.027144823695496,4811123.929478198,4812481.3371400535,-577463.8647855635,-11.54927729571127,-643962.1854917906,-12.879243709835812,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",43,-2514068.616293724,-12.570343081468621,5028223.232587448,5028662.093711206,-604517.2277122542,-12.090344554245084,-659693.5517563114,-13.193871035126229,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",68,-2398374.4888362084,-11.991872444181041,4796884.977672417,4797578.990612313,-582178.1899194653,-11.643563798389307,-633251.3700044492,-12.665027400088983,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-dow_sin-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",68,-2366895.846597521,-11.834479232987606,4733927.693195042,4734621.706134939,-563680.1049636821,-11.273602099273642,-620750.3147069173,-12.415006294138346,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",133,-2402989.345472905,-12.014946727364524,4806244.69094581,4807602.098607665,-576275.0853102097,-11.525501706204194,-642123.3532159751,-12.842467064319502,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-hour_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'hour_sin', 'adx']",203,-2269072.1730732466,-11.345360865366233,4538550.346146493,4540622.178893535,-546481.9945560844,-10.929639891121688,-610834.4192480545,-12.21668838496109,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-hour_sin-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",133,-2398544.7337082806,-11.992723668541403,4797355.467416561,4798712.875078416,-574171.3941909187,-11.483427883818374,-641396.7413766371,-12.827934827532742,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",43,-2502792.2290215413,-12.513961145107707,5005670.458043083,5006109.31916684,-596363.2673618029,-11.927265347236057,-654574.9763822132,-13.091499527644263,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",203,-2274164.3352627386,-11.370821676313692,4548734.670525477,4550806.503272519,-549422.0472317345,-10.98844094463469,-609782.3848101698,-12.195647696203396,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",68,-2362709.266334245,-11.813546331671224,4725554.53266849,4726248.545608386,-566139.356166789,-11.322787123335779,-626619.7985268558,-12.532395970537115,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",68,-2365454.8230759786,-11.827274115379893,4731045.646151957,4731739.659091854,-565592.3162386247,-11.311846324772494,-626362.5727404024,-12.527251454808049,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-macd_signal-dow_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",68,-2419700.10613407,-12.09850053067035,4839536.21226814,4840230.225208037,-590767.7934220133,-11.815355868440266,-641206.9895900679,-12.824139791801358,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-dow_sin-hour_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",43,-2539618.1613577353,-12.698090806788677,5079322.322715471,5079761.183839228,-609029.1207663809,-12.180582415327619,-666424.2036431886,-13.328484072863771,st2_diag_rolling_std_1d-ret_log-log_volume-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_min20', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",203,-2299819.1156798988,-11.499095578399494,4600044.2313597975,4602116.06410684,-566476.759438769,-11.32953518877538,-609405.8150693937,-12.188116301387874,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_min20-dow_sin-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",68,-2385711.961925979,-11.928559809629894,4771559.923851958,4772253.936791854,-575271.4582577742,-11.505429165155485,-630129.1618838006,-12.602583237676013,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'log_volume', 'hour_cos', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos']",133,-2392769.058977336,-11.963845294886681,4785804.117954672,4787161.525616528,-574923.4970494797,-11.498469940989596,-639916.585483905,-12.7983317096781,st2_full_rolling_std_1d-ret_log-log_volume-hour_cos-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dist_max20', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",203,-2272623.1474396097,-11.363115737198049,4545652.2948792195,4547724.127626262,-543594.5564311318,-10.871891128622636,-609490.8359991685,-12.18981671998337,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dist_max20-macd_signal-dow_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",43,-2529856.1829917175,-12.649280914958588,5059798.365983435,5060237.227107192,-604294.4689457169,-12.085889378914338,-663042.9833185,-13.26085966637,st2_diag_rolling_std_1d-ret_log-log_volume-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'log_volume', 'dist_max20', 'dist_min20', 'macd_signal', 'dow_sin', 'hour_sin', 'dow_cos', 'adx']",133,-2446891.235535911,-12.234456177679554,4894048.471071822,4895405.878733677,-590917.31403886,-11.8183462807772,-643852.6733902089,-12.877053467804178,st2_full_rolling_std_1d-ret_log-log_volume-dist_max20-dist_min20-macd_signal-dow_sin-hour_sin-dow_cos-adx
