split,states,cov,n_iter,seed,features,n_params,ll_train,ll_train_per_obs,AIC,BIC,ll_val,ll_val_per_obs,ll_test,ll_test_per_obs,config_id
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'hour_sin', 'dow_cos', 'mfi_14']",170,-2042029.386468612,-10.21014693234306,4084398.772937224,4086133.805286964,-501730.1288749021,-10.034602577498042,-536107.5770542304,-10.722151541084608,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-hour_sin-dow_cos-mfi_14
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx', 'mfi_14']",170,-2167665.4041258334,-10.838327020629167,4335670.808251667,4337405.840601407,-517855.2756999311,-10.357105513998622,-560149.3333854524,-11.202986667709048,st3_full_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-macd_signal-dow_sin-dow_cos-adx-mfi_14
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",62,-2147511.3832478737,-10.737556916239368,4295146.7664957475,4295779.5429997705,-517130.25733412727,-10.342605146682546,-567233.2595455378,-11.344665190910755,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-hour_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'dow_cos']",170,-2095098.955248699,-10.475494776243496,4190537.910497398,4192272.9428471383,-517252.58954443724,-10.345051790888744,-565765.6519379314,-11.315313038758628,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-dow_cos
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'dow_cos']",170,-2047192.3171374968,-10.235961585687484,4094724.6342749936,4096459.6666247337,-506917.97961661697,-10.138359592332339,-538500.5791499353,-10.770011582998706,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-dow_cos
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'hour_sin', 'dow_cos', 'mfi_14']",39,-2281405.415640839,-11.407027078204194,4562888.831281678,4563286.868114853,-560577.812778673,-11.211556255573461,-600435.155878951,-12.008703117579019,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-hour_sin-dow_cos-mfi_14
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'adx']",111,-2192132.688156165,-10.960663440780825,4384487.37631233,4385620.250375984,-533002.967474954,-10.660059349499079,-584215.1702309698,-11.684303404619396,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",111,-2228072.5890617496,-11.140362945308748,4456367.178123499,4457500.052187153,-542045.1598049235,-10.84090319609847,-594372.7298842311,-11.887454597684622,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'dow_cos']",62,-2183983.400833605,-10.919917004168024,4368090.80166721,4368723.578171233,-541502.2314002205,-10.83004462800441,-570902.4655307028,-11.418049310614057,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-dow_cos
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'adx']",39,-2247875.849722306,-11.23937924861153,4495829.699444612,4496227.736277787,-548483.1799051444,-10.969663598102887,-588523.5360235804,-11.770470720471607,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx', 'mfi_14']",62,-2195618.7096964414,-10.978093548482207,4391361.419392883,4391994.195896906,-523169.0981498938,-10.463381962997875,-567981.014003159,-11.35962028006318,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-hour_cos-macd_signal-dow_sin-dow_cos-adx-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'dow_cos']",39,-2282236.2168032224,-11.411181084016112,4564550.433606445,4564948.47043962,-565752.3338181162,-11.315046676362325,-599361.3737572496,-11.98722747514499,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-dow_cos
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'hour_sin', 'dow_cos', 'mfi_14']",111,-2224446.4719793666,-11.122232359896833,4449114.943958733,4450247.818022387,-544404.0539058237,-10.888081078116475,-593310.2938694883,-11.866205877389765,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-hour_sin-dow_cos-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dow_sin', 'hour_sin', 'adx', 'mfi_14']",39,-2280257.162557009,-11.401285812785046,4560592.325114018,4560990.361947194,-566811.9010630896,-11.336238021261792,-593900.3854762816,-11.878007709525633,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dow_sin-hour_sin-adx-mfi_14
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd', 'hour_sin', 'dow_cos', 'adx']",111,-2219901.918827784,-11.099509594138919,4440025.837655568,4441158.711719221,-540174.9720664644,-10.803499441329288,-592427.8924137069,-11.848557848274137,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd-hour_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'hour_sin', 'dow_cos', 'mfi_14']",170,-2046638.3192578221,-10.23319159628911,4093616.6385156442,4095351.6708653844,-502490.59399191145,-10.049811879838229,-543301.2399275933,-10.866024798551866,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-hour_sin-dow_cos-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",39,-2275436.3221512497,-11.37718161075625,4550950.6443024995,4551348.681135675,-554345.6427577276,-11.086912855154553,-589358.1343770063,-11.787162687540127,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'hour_sin', 'dow_cos', 'adx']",170,-2065774.5104554105,-10.328872552277053,4131889.020910821,4133624.053260561,-505254.6559529143,-10.105093119058287,-547471.8663512368,-10.949437327024736,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'hour_sin', 'dow_cos', 'mfi_14']",62,-2179520.3231245717,-10.89760161562286,4359164.646249143,4359797.422753166,-533464.1611275632,-10.669283222551265,-580280.675058403,-11.605613501168062,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-hour_sin-dow_cos-mfi_14
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'dow_cos']",111,-2230721.4205484134,-11.153607102742066,4461664.841096827,4462797.715160481,-553264.6434928139,-11.065292869856279,-591367.3989782828,-11.827347979565657,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-dow_cos
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dow_sin', 'hour_sin', 'adx', 'mfi_14']",111,-2237537.0066597196,-11.187685033298598,4475296.013319439,4476428.887383093,-554160.2691471021,-11.083205382942042,-587480.4346264492,-11.749608692528986,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dow_sin-hour_sin-adx-mfi_14
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",111,-2222265.1920140837,-11.111325960070419,4444752.384028167,4445885.258091821,-536816.250741819,-10.73632501483638,-592873.6977848003,-11.857473955696006,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",111,-2216884.408393408,-11.084422041967041,4433990.816786816,4435123.69085047,-535136.2147345175,-10.70272429469035,-590204.5076042474,-11.804090152084948,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'dow_cos']",170,-2057671.4503680859,-10.288357251840429,4115682.9007361718,4117417.933085912,-510846.4382235651,-10.216928764471302,-545067.3912715778,-10.901347825431555,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-dow_cos
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",62,-1659884.7688962226,-8.299423844481113,3319893.537792445,3320526.314296468,-402172.43222729105,-8.04344864454582,-436150.43161048694,-8.723008632209739,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dow_sin', 'hour_sin', 'adx', 'mfi_14']",62,-2188806.3635647036,-10.944031817823518,4377736.727129407,4378369.50363343,-535662.0659208626,-10.713241318417252,-571495.3011575012,-11.429906023150023,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dow_sin-hour_sin-adx-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",39,-2276952.9729832304,-11.384764864916152,4553983.945966461,4554381.982799636,-553052.9018827905,-11.06105803765581,-595299.5900694293,-11.905991801388584,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd', 'dow_sin', 'dow_cos', 'adx']",39,-2268219.313864856,-11.34109656932428,4536516.627729712,4536914.6645628875,-550819.0876439357,-11.016381752878713,-587269.685768886,-11.74539371537772,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd-dow_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'adx']",62,-2148020.6795298145,-10.740103397649072,4296165.359059629,4296798.135563652,-522719.17238173995,-10.454383447634799,-565149.9278440638,-11.302998556881278,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd', 'hour_sin', 'dow_cos', 'adx']",170,-2058667.9980822597,-10.2933399904113,4117675.9961645193,4119411.0285142595,-503029.9598740764,-10.060599197481528,-544552.865664482,-10.89105731328964,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd-hour_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'dow_sin', 'hour_sin', 'adx', 'mfi_14']",170,-2061993.662498373,-10.309968312491865,4124327.324996746,4126062.3573464863,-511960.10122448765,-10.239202024489753,-541565.1177031134,-10.831302354062267,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-dow_sin-hour_sin-adx-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'adx']",39,-2247877.94344046,-11.2393897172023,4495833.88688092,4496231.923714096,-548025.5497489382,-10.960510994978764,-594341.2642626634,-11.886825285253268,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",62,-2149332.0845872858,-10.74666042293643,4298788.1691745715,4299420.9456785945,-516301.436966892,-10.32602873933784,-566687.5856441269,-11.333751712882538,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd', 'dow_sin', 'dow_cos', 'adx']",62,-1655675.6083612416,-8.278378041806208,3311475.2167224833,3312107.9932265063,-400259.1730547104,-8.005183461094207,-435005.3360490756,-8.700106720981513,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd-dow_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'adx']",170,-2075854.470519042,-10.37927235259521,4152048.941038084,4153783.9733878244,-503893.08428888366,-10.077861685777673,-565070.2058776863,-11.301404117553725,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd', 'dow_sin', 'dow_cos', 'adx']",39,-2268162.3149948088,-11.340811574974044,4536402.6299896175,4536800.666822793,-549873.2961393616,-10.997465922787232,-593207.2287082487,-11.864144574164975,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd-dow_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",170,-1533275.718117751,-7.666378590588755,3066891.436235502,3068626.468585242,-371278.0401293107,-7.425560802586213,-414635.0893703521,-8.292701787407042,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'adx']",111,-2196841.0141509715,-10.984205070754857,4393904.028301943,4395036.902365597,-535049.5300547035,-10.70099060109407,-589879.4461367168,-11.797588922734334,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'adx']",39,-2276232.270531018,-11.38116135265509,4552542.541062036,4552940.577895211,-562892.3925775696,-11.257847851551391,-591407.1510634512,-11.828143021269025,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'dow_cos']",62,-2180461.6101199863,-10.902308050599931,4361047.220239973,4361679.996743996,-532094.8038635007,-10.641896077270014,-573772.633962643,-11.475452679252859,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-dow_cos
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd', 'dow_sin', 'dow_cos', 'adx']",170,-1528552.369283769,-7.642761846418845,3057444.738567538,3059179.7709172782,-370178.0806863034,-7.403561613726068,-413481.40595961874,-8.269628119192374,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd-dow_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd', 'dow_sin', 'dow_cos', 'adx']",111,-2209861.790477829,-11.049308952389145,4419945.580955658,4421078.455019312,-534182.7568966184,-10.683655137932368,-588651.4393261533,-11.773028786523065,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd-dow_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd', 'dow_sin', 'dow_cos', 'adx']",111,-2217806.0580221782,-11.089030290110891,4435834.1160443565,4436966.99010801,-539701.4682787003,-10.794029365574005,-592297.4560743135,-11.845949121486269,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd-dow_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd', 'hour_sin', 'dow_cos', 'adx']",62,-2142482.614498914,-10.712413072494572,4285089.228997828,4285722.005501851,-515611.3873534892,-10.312227747069784,-566022.0438445184,-11.320440876890368,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd-hour_sin-dow_cos-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dow_sin', 'hour_sin', 'adx', 'mfi_14']",39,-2283359.632627855,-11.416798163139275,4566797.26525571,4567195.302088886,-567013.1765216446,-11.34026353043289,-600528.5686280392,-12.010571372560785,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dow_sin-hour_sin-adx-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'ma20_rel', 'hour_sin', 'dow_cos', 'adx']",39,-2247941.092230433,-11.239705461152166,4495960.184460866,4496358.221294042,-549149.3914593158,-10.982987829186316,-588948.013704427,-11.778960274088542,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-ma20_rel-hour_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'adx']",111,-2224553.113970157,-11.122765569850786,4449328.227940314,4450461.102003968,-548114.1086370429,-10.962282172740858,-582912.7224400907,-11.658254448801815,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dow_sin', 'hour_sin', 'adx', 'mfi_14']",111,-2245242.626895303,-11.226213134476515,4490707.253790606,4491840.12785426,-557132.1747557902,-11.142643495115802,-594966.516335541,-11.899330326710821,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dow_sin-hour_sin-adx-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'mfi_14']",39,-2278936.2223189375,-11.394681111594688,4557950.444637875,4558348.4814710505,-560062.7788908429,-11.201255577816859,-593455.7074908684,-11.869114149817369,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-mfi_14
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd', 'dow_sin', 'dow_cos', 'adx']",62,-2157248.0769100334,-10.786240384550167,4314620.153820067,4315252.93032409,-523885.91019963304,-10.47771820399266,-572002.788959049,-11.44005577918098,st3_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd-dow_sin-dow_cos-adx
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'ma20_rel', 'hour_sin', 'dow_cos', 'adx']",111,-2190597.445864737,-10.952987229323686,4381416.891729474,4382549.765793128,-533805.0724936047,-10.676101449872094,-585052.1258376852,-11.701042516753704,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-ma20_rel-hour_sin-dow_cos-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'adx']",62,-2183087.336286608,-10.915436681433041,4366298.672573216,4366931.449077239,-532315.2894194246,-10.646305788388492,-568944.9595722976,-11.378899191445953,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'ma20_rel', 'dow_sin', 'hour_sin', 'adx']",170,-2078832.6172395654,-10.394163086197826,4158005.2344791307,4159740.266828871,-505516.0050692804,-10.110320101385607,-564611.0324436871,-11.29222064887374,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-ma20_rel-dow_sin-hour_sin-adx
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'hour_sin', 'dow_cos', 'adx', 'mfi_14']",39,-2280396.236988712,-11.40198118494356,4560870.473977424,4561268.5108106,-567496.4512841194,-11.349929025682387,-594357.5222406191,-11.88715044481238,st2_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-hour_sin-dow_cos-adx-mfi_14
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'adx']",170,-2050220.182825358,-10.25110091412679,4100780.365650716,4102515.398000456,-506221.60124299966,-10.124432024859994,-536962.6540457316,-10.739253080914633,st3_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'dow_sin', 'hour_sin', 'adx', 'mfi_14']",170,-2065981.9548207056,-10.329909774103529,4132303.909641411,4134038.9419911513,-512456.6224962076,-10.249132449924153,-548824.0355860391,-10.97648071172078,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-dow_sin-hour_sin-adx-mfi_14
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'mfi_14']",111,-2215093.8377149524,-11.075469188574763,4430409.675429905,4431542.549493559,-541212.3338186854,-10.824246676373708,-587032.0503221449,-11.740641006442898,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-mfi_14
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'hour_sin', 'dow_cos', 'adx', 'mfi_14']",111,-2236564.52646621,-11.18282263233105,4473351.05293242,4474483.926996074,-555060.8162738491,-11.101216325476981,-588252.5965427567,-11.765051930855133,st2_full_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-hour_sin-dow_cos-adx-mfi_14
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'mfi_14']",62,-2187284.3647004045,-10.936421823502023,4374692.729400809,4375325.505904832,-535049.4584225304,-10.700989168450608,-576236.1424994534,-11.524722849989068,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-mfi_14
1,2,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'mfi_14']",111,-2222085.5484509016,-11.110427742254508,4444393.096901803,4445525.970965457,-543688.3196624081,-10.873766393248161,-593366.2571907324,-11.867325143814648,st2_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'mfi_14']",39,-2281214.553435461,-11.406072767177305,4562507.106870922,4562905.143704098,-559840.9512004929,-11.196819024009859,-599790.3358525404,-11.99580671705081,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-mfi_14
1,2,diag,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'rsi_14', 'dow_sin', 'hour_sin', 'adx']",39,-2279129.5005959715,-11.395647502979857,4558337.001191943,4558735.038025118,-563105.222426736,-11.262104448534721,-598053.8079321013,-11.961076158642026,st2_diag_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-rsi_14-dow_sin-hour_sin-adx
1,3,diag,200,42,"['rolling_std_1d', 'ret_log', 'range_hl', 'log_volume', 'hour_cos', 'ma20_rel', 'hour_sin', 'dow_cos', 'adx']",62,-2147902.761107899,-10.739513805539493,4295929.522215798,4296562.298719821,-523358.05760044156,-10.467161152008831,-565519.8883317361,-11.310397766634722,st3_diag_rolling_std_1d-ret_log-range_hl-log_volume-hour_cos-ma20_rel-hour_sin-dow_cos-adx
1,3,full,200,42,"['rolling_std_1d', 'ret_log', 'rolling_std_1h', 'log_volume', 'hour_cos', 'macd_signal', 'dow_sin', 'dow_cos', 'adx']",170,-2108259.2145478236,-10.541296072739119,4216858.429095647,4218593.461445387,-510947.85534590296,-10.21895710691806,-568413.2679527078,-11.368265359054156,st3_full_rolling_std_1d-ret_log-rolling_std_1h-log_volume-hour_cos-macd_signal-dow_sin-dow_cos-adx
